,temperature,humidity,ph,rainfall,label
0,20.87974371,82.00274423,6.502985292000001,202.9355362,rice
1,21.77046169,80.31964408,7.038096361,226.6555374,rice
2,23.00445915,82.3207629,7.840207144,263.96424759999996,rice
3,26.49109635,80.15836264,6.980400905,242.86403419999996,rice
4,20.13017482,81.60487287,7.628472891,262.7173405,rice
5,23.05804872,83.37011772,7.073453503,251.05499980000002,rice
6,22.70883798,82.63941394,5.70080568,271.3248604,rice
7,20.27774362,82.89408619,5.718627177999999,241.97419490000001,rice
8,24.51588066,83.53521629999999,6.685346424,230.4462359,rice
9,23.22397386,83.03322691,6.336253525,221.2091958,rice
10,26.52723513,81.41753846,5.386167788,264.6148697,rice
11,23.97898217,81.45061596,7.50283396,250.0832336,rice
12,26.80079604,80.88684822,5.108681786,284.4364567,rice
13,24.01497622,82.05687182,6.98435366,185.2773389,rice
14,25.66585205,80.66385045,6.94801983,209.58697080000002,rice
15,24.28209415,80.30025587,7.042299068999999,231.0863347,rice
16,21.58711777,82.7883708,6.2490506560000005,276.65524589999995,rice
17,23.79391957,80.41817957,6.970859754,206.2611855,rice
18,21.8652524,80.1923008,5.953933276,224.55501690000003,rice
19,23.57943626,83.58760316,5.85393208,291.29866180000005,rice
20,21.32504158,80.47476396,6.442475375,185.49747319999997,rice
21,25.15745531,83.11713476,5.070175667,231.38431630000002,rice
22,21.94766735,80.97384195,6.012632591,213.3560921,rice
23,21.0525355,82.67839517,6.254028451,233.1075816,rice
24,23.48381344,81.33265073,7.375482851,224.0581164,rice
25,25.0756354,80.52389148,7.778915154,257.0038865,rice
26,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice
27,24.52922681,80.54498576,7.070959995,260.2634026,rice
28,20.77576147,84.49774397,6.244841491,240.08106469999998,rice
29,22.30157427,80.64416466,6.043304899,197.97912150000002,rice
30,21.44653958,84.94375962,5.824709117,272.2017204,rice
31,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice
32,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice
33,20.26707606,81.63895217,5.01450727,270.4417274,rice
34,25.7354293,83.88266234,6.149410611,233.1321372,rice
35,26.79533926,82.1480873,5.950660556,193.34739869999999,rice
36,26.75754171,81.17734011,5.960370061,272.29990560000005,rice
37,23.86330467,83.15250801,5.561398642,285.2493645,rice
38,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice
39,24.17298839,83.7287574,5.583370042,257.0343554,rice
40,22.78133816,82.06719137,6.430010215,248.7183228,rice
41,25.62980105,83.52842314,5.534878156,209.9001977,rice
42,25.59704938,80.14509262,6.903985986,200.834898,rice
43,23.83067496,84.81360127,6.271478837999999,298.5601175,rice
44,26.31355498,82.36698992,7.224285503,265.5355937,rice
45,24.8972823,80.52586088,6.13428721,183.6793207,rice
46,24.958779,84.47963372,5.206373153,196.95600080000003,rice
47,23.24113501,84.59201843,7.782051312999999,233.0453455,rice
48,21.66628296,80.70960551,7.062779015,210.8142087,rice
49,24.63544858,80.41363018,7.730367824,253.7202781,rice
50,23.43121862,83.06310136,5.286203711000001,219.9048349,rice
51,20.0454142,80.3477562,6.766240045,208.5810155,rice
52,23.85724032,82.22572988,7.382762603,195.0948311,rice
53,21.97199397,81.89918197,5.658169482000001,227.3637009,rice
54,26.22916897,83.83625819,5.543360237999999,286.5083725,rice
55,23.44676801,84.79352417,6.215109715,283.9338466,rice
56,25.65553461,83.47021081,7.120272972,217.37885830000002,rice
57,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice
58,20.2801937,82.1235421,7.236705436,191.95357380000002,rice
59,21.7238313,80.2389895,6.501697816,277.9626192,rice
60,20.41447029,82.20802629,7.592490617,245.1511304,rice
61,25.75528612,83.51827127,5.875345751,245.6626799,rice
62,20.61521424,83.77345559,6.932400225,279.54517169999997,rice
63,21.84106875,80.72886384,6.946209881000001,202.38383190000002,rice
64,20.08369642,83.29114712,5.739175027000001,263.6372176,rice
65,24.45802087,82.74835604,6.738652179,182.5616319,rice
66,21.14347496,80.33502926,5.5948196260000005,198.67309419999998,rice
67,25.78720567,82.11124033,6.946636369,243.5120414,rice
68,23.64124821,80.28597873,5.012139669,263.1103304,rice
69,23.43191632,80.56887849,6.363472207999999,269.5039162,rice
70,24.97669518,83.891805,6.8804312229999995,204.8001847,rice
71,22.72791041,82.17068809999999,7.300410836,260.8875056,rice
72,24.87300744,82.84022551,6.587918707999999,295.60944920000003,rice
73,21.32376327,83.00320459,7.283736617000001,192.31975359999998,rice
74,26.29465461,84.56919326,7.023936392,257.4914906,rice
75,22.2286982,81.85872947,6.939083505,278.0791793,rice
76,26.73072391,81.78596776,7.868474653,280.4044392,rice
77,24.88921174,81.97927117,5.005306977,185.9461429,rice
78,26.88444878,81.46033732,6.136131869,194.57665590000002,rice
79,22.67846116,83.72874389,7.524080076000001,200.9133156,rice
80,26.08867875,80.37979919,5.706943251,182.9043504,rice
81,25.42977518,82.94682591,5.758506323,195.35745419999998,rice
82,26.40323239,81.05635517,6.349606327,223.36718829999998,rice
83,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice
84,25.2827223,80.54372813,5.453592032,220.1156708,rice
85,22.08576562,83.47038318,6.372576327000001,231.7364957,rice
86,23.28617173,81.43321641,5.105588355,242.31706290000002,rice
87,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice
88,23.67575393,81.03569343,5.17782304,233.7034975,rice
89,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice
90,26.92995077,81.91411159,7.069172227,290.67937830000005,rice
91,23.83509503,83.88387074,7.473134377,241.20135130000003,rice
92,26.52872817,80.12267476,6.158376967000001,218.9163567,rice
93,26.46428311,83.85642678,7.549873681,248.2256491,rice
94,22.69657794,82.81088865,6.028321557999999,256.9964761,rice
95,22.68319059,83.46358271,6.604993475,194.2651719,rice
96,21.53346343,82.14004101,6.500343222000001,295.9248796,rice
97,21.40865769,83.32931909999999,5.935745417000001,287.57669350000003,rice
98,26.54348085,84.67353597,7.072655622,183.62226569999999,rice
99,23.35905428,83.59512273,5.333322606,188.41366499999998,rice
500,22.61359953,63.69070564,5.749914421000001,87.75953857,maize
501,26.10018422,71.57476937,6.931756557999999,102.2662445,maize
502,23.55882094,71.59351368,6.657964753,66.71995467,maize
503,19.97215954,57.68272924,6.596060648,60.65171481,maize
504,18.47891261,62.69503871,5.970458434,65.43835393,maize
505,21.77689322,57.80840636,6.158830619,102.0861694,maize
506,25.6217169,66.50415474,6.047906679,105.46547029999999,maize
507,25.19192419,66.69029010000001,5.913664501,78.06639649,maize
508,20.41683147,62.55424820000001,5.855442401,65.27798457,maize
509,24.92162194,66.78627406,5.750254943,109.2162279,maize
510,23.31689124,73.4541537,5.852607099,94.29712821,maize
511,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize
512,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize
513,18.87751445,65.76816093,6.082973754,94.76189431,maize
514,25.19008683,60.200168700000006,5.919045532,72.12375573,maize
515,18.25405352,55.28220433,6.204747652999999,63.72358154,maize
516,24.612911800000003,70.4162444,6.600827017,104.1626147,maize
517,25.1420613,65.26185135,6.021902237000001,76.68456006,maize
518,23.09348056,60.11593810000001,6.033550195,65.49730729,maize
519,18.05033737,62.89366992,6.28886807,84.23613484,maize
520,24.932158100000002,73.80435276,6.550563822999999,79.74078719,maize
521,18.14710054,71.09445342,5.573286437,88.07753741,maize
522,18.28362235,66.65952796,6.829199275,80.97573281,maize
523,18.83344471,58.75082029,5.716222912,79.75328959999999,maize
524,25.71895816,67.22190688,5.54990242,74.51490791,maize
525,25.33797709,68.49835977,6.586244581,96.46380213,maize
526,23.89114571,57.48775781,5.893093135,102.83019420000001,maize
527,21.53574127,71.50905983,5.918263801,102.4852929,maize
528,23.08974909,63.10459626,5.588650585,70.43473609,maize
529,25.61707368,63.4711755,6.576418207000001,108.8303762,maize
530,21.44526922,63.1621551,6.178056304,65.88951188,maize
531,18.51816776,55.53128131,6.6419063529999995,90.988051,maize
532,22.53510514,67.99257471,6.489040367,64.40866039,maize
533,23.02038334,61.89472002,5.680361037999999,63.03843397,maize
534,24.89364635,65.61418761,6.625404347999999,87.9298085,maize
